2026-06-19T09:57:34.663328699Z I0619 09:57:34.663083      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.003482059387830024 seatDemandStdev=0.06181148149036363 seatDemandSmoothed=0.1796405769181238 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:09:03.640644234Z I0619 12:09:03.597280      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalyconfigs.operator.victoriametrics.com changed
2026-06-19T12:09:03.640647120Z I0619 12:09:03.613003      10 controller.go:231] Updating CRD OpenAPI spec because vmanomalies.operator.victoriametrics.com changed
2026-06-19T12:09:03.640650424Z I0619 12:09:03.613235      10 controller.go:231] Updating CRD OpenAPI spec because vmservicescrapes.operator.victoriametrics.com changed
2026-06-19T12:09:03.640653824Z I0619 12:09:03.617019      10 controller.go:231] Updating CRD OpenAPI spec because vlsingles.operator.victoriametrics.com changed
2026-06-19T12:09:03.640657684Z I0619 12:09:03.617091      10 controller.go:231] Updating CRD OpenAPI spec because vlclusters.operator.victoriametrics.com changed
2026-06-19T12:09:03.640660719Z I0619 12:09:03.627307      10 controller.go:231] Updating CRD OpenAPI spec because vmrules.operator.victoriametrics.com changed
2026-06-19T12:09:03.640663971Z I0619 12:09:03.629365      10 controller.go:231] Updating CRD OpenAPI spec because vmalerts.operator.victoriametrics.com changed
2026-06-19T12:09:03.640688423Z I0619 12:09:03.629607      10 controller.go:231] Updating CRD OpenAPI spec because ciliumclusterwidenetworkpolicies.cilium.io changed
2026-06-19T12:09:03.669617678Z I0619 12:09:03.665446      10 controller.go:231] Updating CRD OpenAPI spec because ciliumcidrgroups.cilium.io changed
2026-06-19T12:09:03.671691588Z I0619 12:09:03.670869      10 controller.go:231] Updating CRD OpenAPI spec because vmusers.operator.victoriametrics.com changed
2026-06-19T12:09:03.673345379Z I0619 12:09:03.673193      10 controller.go:231] Updating CRD OpenAPI spec because vmprobes.operator.victoriametrics.com changed
2026-06-19T12:09:03.678577180Z I0619 12:09:03.678376      10 controller.go:231] Updating CRD OpenAPI spec because vlogs.operator.victoriametrics.com changed
2026-06-19T12:09:03.686532740Z I0619 12:09:03.686355      10 controller.go:231] Updating CRD OpenAPI spec because vmstaticscrapes.operator.victoriametrics.com changed
2026-06-19T12:09:03.700229006Z I0619 12:09:03.700032      10 controller.go:231] Updating CRD OpenAPI spec because vlagents.operator.victoriametrics.com changed
2026-06-19T12:09:03.700645692Z I0619 12:09:03.700508      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagerconfigs.operator.victoriametrics.com changed
2026-06-19T12:09:03.710897274Z I0619 12:09:03.710682      10 controller.go:231] Updating CRD OpenAPI spec because vmalertmanagers.operator.victoriametrics.com changed
2026-06-19T12:09:03.711749138Z I0619 12:09:03.711390      10 controller.go:231] Updating CRD OpenAPI spec because vmauths.operator.victoriametrics.com changed
2026-06-19T12:09:03.722355748Z I0619 12:09:03.722119      10 controller.go:231] Updating CRD OpenAPI spec because vtsingles.operator.victoriametrics.com changed
2026-06-19T12:09:03.736763040Z I0619 12:09:03.735716      10 controller.go:231] Updating CRD OpenAPI spec because vmsingles.operator.victoriametrics.com changed
2026-06-19T12:09:03.747886847Z I0619 12:09:03.747597      10 controller.go:231] Updating CRD OpenAPI spec because vtclusters.operator.victoriametrics.com changed
2026-06-19T12:09:03.747960611Z I0619 12:09:03.747771      10 controller.go:231] Updating CRD OpenAPI spec because vmnodescrapes.operator.victoriametrics.com changed
2026-06-19T12:09:03.748943156Z I0619 12:09:03.748715      10 controller.go:231] Updating CRD OpenAPI spec because vmdistributed.operator.victoriametrics.com changed
2026-06-19T12:09:03.773643512Z I0619 12:09:03.772655      10 controller.go:231] Updating CRD OpenAPI spec because ciliumpodippools.cilium.io changed
2026-06-19T12:09:03.775150442Z I0619 12:09:03.773932      10 controller.go:231] Updating CRD OpenAPI spec because ciliumloadbalancerippools.cilium.io changed
2026-06-19T12:09:05.468302196Z I0619 12:09:05.468008      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=2 seatDemandAvg=0.18319155411539464 seatDemandStdev=0.39233184727101983 seatDemandSmoothed=1.747416350448505 fairFrac=2.3333333333333335 currentCL=2 concurrencyDenominator=2 backstop=false
2026-06-19T12:09:25.461477637Z I0619 12:09:25.461054      10 trace.go:236] Trace[1052529706]: "Patch" accept:application/json,audit-id:950ffc58-74e8-4fb3-b1f8-98189b1bca22,client:202.47.35.113,api-group:,api-version:v1,name:vmstack-node-exporter-full,subresource:,namespace:kubentic-foresight,protocol:HTTP/2.0,resource:configmaps,scope:resource,url:/api/v1/namespaces/kubentic-foresight/configmaps/vmstack-node-exporter-full,user-agent:Helm/4.0.4,verb:APPLY (19-Jun-2026 12:09:23.795) (total time: 1665ms):
2026-06-19T12:09:25.461506590Z Trace[1052529706]: ---"limitedReadBody succeeded" len:276655 1631ms (12:09:25.426)
2026-06-19T12:09:25.461510926Z Trace[1052529706]: ---"About to check admission control" 18ms (12:09:25.446)
2026-06-19T12:09:25.461513711Z Trace[1052529706]: [1.665350514s] [1.665350514s] END
2026-06-19T12:09:25.469322433Z I0619 12:09:25.468764      10 apf_controller.go:493] "Update CurrentCL" plName="exempt" seatDemandHighWatermark=6 seatDemandAvg=0.40536999989805333 seatDemandStdev=0.5923225560524501 seatDemandSmoothed=1.6972893279273624 fairFrac=2.3333333333333335 currentCL=6 concurrencyDenominator=6 backstop=false
2026-06-19T12:09:25.811152333Z I0619 12:09:25.809437      10 cacher.go:855] cacher (clusterroles.rbac.authorization.k8s.io): 5 objects queued in incoming channel.
2026-06-19T12:09:25.811176682Z I0619 12:09:25.809480      10 cacher.go:855] cacher (clusterroles.rbac.authorization.k8s.io): 6 objects queued in incoming channel.
2026-06-19T12:09:27.250991158Z I0619 12:09:27.250700      10 alloc.go:329] "allocated clusterIPs" service="kubentic-foresight/kubentic-prometheus-node-exporter" clusterIPs={"IPv4":"100.70.81.75"}
2026-06-19T12:09:27.262946612Z I0619 12:09:27.261967      10 alloc.go:329] "allocated clusterIPs" service="kubentic-foresight/kubentic-kube-state-metrics" clusterIPs={"IPv4":"100.66.36.208"}
2026-06-19T12:09:27.277585388Z I0619 12:09:27.277196      10 alloc.go:329] "allocated clusterIPs" service="kubentic-foresight/vlogs-server" clusterIPs={"IPv4":"100.69.216.193"}
2026-06-19T12:09:27.279823647Z I0619 12:09:27.277490      10 alloc.go:329] "allocated clusterIPs" service="kubentic-foresight/kubentic-victoria-metrics-operator" clusterIPs={"IPv4":"100.64.251.250"}
2026-06-19T12:09:27.291405916Z I0619 12:09:27.291138      10 alloc.go:329] "allocated clusterIPs" service="kubentic-foresight/kubentic-grafana" clusterIPs={"IPv4":"100.66.60.54"}
2026-06-19T12:09:27.740679729Z I0619 12:09:27.739670      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0d94ada325e8491c5' cannot get unknown pod kubentic-foresight/kubentic-prometheus-node-exporter-4lxmg"
2026-06-19T12:09:27.742256258Z I0619 12:09:27.742008      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0010bc1572a60c430' cannot get unknown configmap kubentic-foresight/kubentic-vector-config"
2026-06-19T12:09:27.832574082Z I0619 12:09:27.831872      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0d94ada325e8491c5' cannot get configmap kubentic-foresight/kubentic-vector-config, no relationship to this object was found in the node authorizer graph"
2026-06-19T12:09:28.274757999Z I0619 12:09:28.254440      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0d94ada325e8491c5' cannot get unknown secret kubentic-foresight/kubentic-grafana"
2026-06-19T12:09:28.274780598Z I0619 12:09:28.257061      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0d94ada325e8491c5' cannot get unknown configmap kubentic-foresight/kubentic-grafana"
2026-06-19T12:09:28.274784146Z I0619 12:09:28.257422      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0d94ada325e8491c5' cannot get unknown configmap kubentic-foresight/kubentic-grafana-config-dashboards"
2026-06-19T12:09:28.384773406Z I0619 12:09:28.384118      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0ecec600693268f66' cannot get unknown pod kubentic-foresight/kubentic-victoria-metrics-operator-5f96779cb6-pzc9k"
2026-06-19T12:09:28.385347785Z I0619 12:09:28.385177      10 node_authorizer.go:232] "NODE DENY" err="node 'i-0ecec600693268f66' cannot get unknown secret kubentic-foresight/kubentic-victoria-metrics-operator-validation"
2026-06-19T12:09:29.561631329Z W0619 12:09:29.561261      10 dispatcher.go:205] Failed calling webhook, failing open vmagents.operator.victoriametrics.com: failed calling webhook "vmagents.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmagent?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:29.561651420Z E0619 12:09:29.561319      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmagents.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmagent?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:29.907761351Z W0619 12:09:29.906764      10 dispatcher.go:205] Failed calling webhook, failing open vmnodescrapes.operator.victoriametrics.com: failed calling webhook "vmnodescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:29.907834369Z E0619 12:09:29.906822      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmnodescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:29.908662323Z W0619 12:09:29.908469      10 dispatcher.go:205] Failed calling webhook, failing open vmnodescrapes.operator.victoriametrics.com: failed calling webhook "vmnodescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:29.908859911Z E0619 12:09:29.908719      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmnodescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:29.910671454Z W0619 12:09:29.910448      10 dispatcher.go:205] Failed calling webhook, failing open vmnodescrapes.operator.victoriametrics.com: failed calling webhook "vmnodescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:29.911620736Z E0619 12:09:29.911447      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmnodescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:29.913847445Z W0619 12:09:29.913637      10 dispatcher.go:205] Failed calling webhook, failing open vmnodescrapes.operator.victoriametrics.com: failed calling webhook "vmnodescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:29.913861761Z E0619 12:09:29.913673      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmnodescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmnodescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:30.234050256Z W0619 12:09:30.233577      10 dispatcher.go:205] Failed calling webhook, failing open vmservicescrapes.operator.victoriametrics.com: failed calling webhook "vmservicescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:30.234367222Z E0619 12:09:30.233624      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmservicescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:30.237067918Z W0619 12:09:30.236823      10 dispatcher.go:205] Failed calling webhook, failing open vmservicescrapes.operator.victoriametrics.com: failed calling webhook "vmservicescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:30.237351662Z E0619 12:09:30.236862      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmservicescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:30.241763255Z W0619 12:09:30.241274      10 dispatcher.go:205] Failed calling webhook, failing open vmservicescrapes.operator.victoriametrics.com: failed calling webhook "vmservicescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:30.241787201Z E0619 12:09:30.241317      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmservicescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:30.242449054Z W0619 12:09:30.242259      10 dispatcher.go:205] Failed calling webhook, failing open vmservicescrapes.operator.victoriametrics.com: failed calling webhook "vmservicescrapes.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:30.242692854Z E0619 12:09:30.242591      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmservicescrapes.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmservicescrape?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:30.633804875Z W0619 12:09:30.633578      10 dispatcher.go:205] Failed calling webhook, failing open vmsingles.operator.victoriametrics.com: failed calling webhook "vmsingles.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmsingle?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
2026-06-19T12:09:30.634219608Z E0619 12:09:30.633653      10 dispatcher.go:213] "Unhandled Error" err="failed calling webhook \"vmsingles.operator.victoriametrics.com\": failed to call webhook: Post \"https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmsingle?timeout=10s\": dial tcp 100.64.251.250:9443: connect: operation not permitted" logger="UnhandledError"
2026-06-19T12:09:32.042626234Z W0619 12:09:32.041900      10 dispatcher.go:205] Failed calling webhook, failing open vmsingles.operator.victoriametrics.com: failed calling webhook "vmsingles.operator.victoriametrics.com": failed to call webhook: Post "https://kubentic-victoria-metrics-operator.kubentic-foresight.svc:9443/validate-operator-victoriametrics-com-v1beta1-vmsingle?timeout=10s": dial tcp 100.64.251.250:9443: connect: operation not permitted
